BookingReference,CustomerID,BookingDate,Destination,ServiceType,TripType,NumberOfTravelers,Nights,BookingChannel,BookingAmount,Status
BK202405306794,TRVL000888,2024-05-30,"Prague, Czech Republic",Flight Only,One Way,2,0,Travel Agent,402.46,Confirmed
BK202405305956,TRVL000118,2024-05-30,"Bangkok, Thailand",Flight + Hotel,One Way,2,2,Mobile App,4535.95,Confirmed
BK202405303448,TRVL000798,2024-05-30,"Barcelona, Spain",Cruise,One Way,1,12,Website,11283.78,Confirmed
BK202405305095,TRVL000759,2024-05-30,"New York, USA",Complete Package,Multi-City,2,17,Mobile App,14488.65,Confirmed
BK202405305676,TRVL000686,2024-05-30,"Dubai, UAE",Flight + Hotel,Multi-City,1,15,Website,2430.87,Confirmed
BK202405303759,TRVL001757,2024-05-30,Singapore,Hotel Only,Multi-City,1,8,Travel Agent,800.26,Confirmed
BK202405304656,TRVL000368,2024-05-30,"Sydney, Australia",Complete Package,Multi-City,3,5,Website,8261.76,Confirmed
BK202405307876,TRVL000083,2024-05-30,Singapore,Flight + Hotel,Multi-City,6,13,Email,15391.63,Confirmed
BK202405304238,TRVL001940,2024-05-30,Maldives,Complete Package,One Way,3,15,Mobile App,21366.36,Confirmed
BK202405305732,TRVL000087,2024-05-30,"Vienna, Austria",Cruise,Multi-City,2,19,Phone,4592.0,Confirmed
BK202405308966,TRVL001619,2024-05-30,Switzerland,Flight Only,Multi-City,2,0,Email,538.54,Confirmed
BK202405307116,TRVL001252,2024-05-30,Singapore,Hotel Only,One Way,3,21,Website,1286.22,Confirmed
BK202405306825,TRVL000244,2024-05-30,"Istanbul, Turkey",Flight Only,Round Trip,2,0,Mobile App,909.58,Confirmed
BK202405305230,TRVL000097,2024-05-30,"Phuket, Thailand",Flight + Hotel,One Way,3,10,Mobile App,2359.55,Confirmed
BK202405307825,TRVL001959,2024-05-30,"Miami, USA",Cruise,Multi-City,1,9,Mobile App,4735.52,Confirmed
BK202405304632,TRVL000165,2024-05-30,"Bali, Indonesia",Hotel Only,One Way,2,9,Email,369.59,Confirmed
BK202405314329,TRVL001077,2024-05-31,"Rome, Italy",Flight Only,Multi-City,6,0,Phone,1502.81,Confirmed
BK202405315620,TRVL000066,2024-05-31,Switzerland,Flight Only,Round Trip,1,0,Mobile App,1455.92,Confirmed
BK202405319236,TRVL001460,2024-05-31,Iceland,Flight Only,One Way,2,0,Mobile App,1219.67,Confirmed
BK202405316772,TRVL000621,2024-05-31,"Bali, Indonesia",Cruise,Multi-City,2,12,Phone,23558.89,Confirmed
BK202405312522,TRVL000532,2024-05-31,Maldives,Cruise,Round Trip,2,18,Phone,20368.02,Confirmed
BK202405315660,TRVL000200,2024-05-31,"Tokyo, Japan",Flight Only,One Way,3,0,Travel Agent,728.2,Confirmed
BK202405312970,TRVL000100,2024-05-31,"Dubai, UAE",Complete Package,One Way,4,16,Email,9261.28,Confirmed
BK202405318109,TRVL000610,2024-05-31,"Berlin, Germany",Flight Only,Multi-City,1,0,Phone,1207.99,Confirmed
BK202405315528,TRVL000006,2024-05-31,"Santorini, Greece",Flight + Hotel,Multi-City,4,9,Email,7927.74,Confirmed
BK202405313423,TRVL000034,2024-05-31,Iceland,Flight + Hotel,Multi-City,1,20,Email,1008.6,Confirmed
BK202405319503,TRVL001299,2024-05-31,Singapore,Complete Package,Round Trip,1,14,Phone,3389.24,Confirmed
BK202405312819,TRVL000098,2024-05-31,"London, UK",Flight + Hotel,Round Trip,2,6,Website,2173.95,Cancelled
BK202405311233,TRVL000343,2024-05-31,"Copenhagen, Denmark",Hotel Only,Multi-City,6,14,Phone,3592.19,Confirmed
BK202405318672,TRVL000109,2024-05-31,"Santorini, Greece",Complete Package,Multi-City,3,17,Travel Agent,9944.87,Confirmed
BK202405313280,TRVL000255,2024-05-31,"Sydney, Australia",Complete Package,Round Trip,1,8,Mobile App,1548.42,Confirmed
BK202405314634,TRVL001870,2024-05-31,"Barcelona, Spain",Cruise,Round Trip,2,13,Website,8703.14,Confirmed
BK202405319426,TRVL000121,2024-05-31,"Bangkok, Thailand",Complete Package,Multi-City,1,10,Website,6194.93,Cancelled
BK202405311967,TRVL000440,2024-05-31,"New York, USA",Flight + Hotel,One Way,3,10,Travel Agent,6243.74,Confirmed
BK202405317072,TRVL000421,2024-05-31,Singapore,Hotel Only,Round Trip,2,12,Phone,467.35,Confirmed
BK202405311526,TRVL000567,2024-05-31,"Dubai, UAE",Flight Only,Multi-City,1,0,Phone,853.17,Confirmed
BK202405312664,TRVL000439,2024-05-31,Singapore,Cruise,Multi-City,2,4,Travel Agent,16062.54,Confirmed
BK202405311919,TRVL000105,2024-05-31,"Vienna, Austria",Complete Package,Multi-City,1,21,Phone,6197.88,Confirmed
BK202405313541,TRVL000197,2024-05-31,Switzerland,Cruise,One Way,5,18,Travel Agent,12792.63,Confirmed
BK202405311639,TRVL000563,2024-05-31,Switzerland,Hotel Only,Multi-City,2,5,Email,946.32,Confirmed
BK202406015403,TRVL000128,2024-06-01,"Prague, Czech Republic",Flight + Hotel,Multi-City,3,12,Mobile App,8676.32,Confirmed
BK202406017021,TRVL000186,2024-06-01,"Santorini, Greece",Hotel Only,Multi-City,3,13,Phone,1662.01,Confirmed
BK202406014319,TRVL000114,2024-06-01,"Bali, Indonesia",Cruise,Round Trip,1,6,Phone,2170.11,Confirmed
BK202406017536,TRVL001880,2024-06-01,Switzerland,Flight + Hotel,One Way,1,21,Email,2895.02,Cancelled
BK202406017146,TRVL000110,2024-06-01,"Santorini, Greece",Hotel Only,Multi-City,1,16,Website,406.85,Confirmed
BK202406019008,TRVL001366,2024-06-01,"Cancun, Mexico",Flight Only,One Way,2,0,Email,2002.97,Confirmed
BK202406011254,TRVL000350,2024-06-01,"Dubai, UAE",Hotel Only,Round Trip,2,15,Mobile App,1624.67,Confirmed
BK202406012803,TRVL000072,2024-06-01,"Bangkok, Thailand",Hotel Only,One Way,4,15,Email,1147.13,Confirmed
BK202406012157,TRVL000193,2024-06-01,Switzerland,Complete Package,One Way,2,4,Website,10694.39,Confirmed
BK202406015272,TRVL000017,2024-06-01,"Amsterdam, Netherlands",Flight Only,Multi-City,4,0,Email,2934.84,Confirmed
BK202406014222,TRVL000052,2024-06-01,"Sydney, Australia",Cruise,Multi-City,2,3,Travel Agent,24678.06,Confirmed
BK202406015531,TRVL001182,2024-06-01,"Barcelona, Spain",Flight + Hotel,Multi-City,2,11,Travel Agent,5151.05,Confirmed
BK202406019930,TRVL000077,2024-06-01,Singapore,Flight Only,Multi-City,4,0,Travel Agent,3785.47,Confirmed
BK202406019198,TRVL001021,2024-06-01,"Dubai, UAE",Complete Package,One Way,4,12,Phone,19649.87,Confirmed
BK202406019856,TRVL000083,2024-06-01,"Barcelona, Spain",Hotel Only,Multi-City,1,9,Email,539.06,Confirmed
BK202406025172,TRVL000411,2024-06-02,Switzerland,Flight + Hotel,Multi-City,1,16,Website,2329.47,Cancelled
BK202406025506,TRVL000460,2024-06-02,"Rome, Italy",Complete Package,Round Trip,2,4,Travel Agent,4414.2,Confirmed
BK202406023520,TRVL000013,2024-06-02,"Prague, Czech Republic",Complete Package,One Way,4,14,Website,23506.5,Confirmed
BK202406024325,TRVL001517,2024-06-02,"Phuket, Thailand",Flight + Hotel,Multi-City,1,8,Mobile App,1206.39,Confirmed
BK202406027981,TRVL000830,2024-06-02,"Bali, Indonesia",Complete Package,One Way,1,16,Mobile App,8224.26,Confirmed
BK202406023665,TRVL000062,2024-06-02,"Barcelona, Spain",Cruise,Round Trip,2,9,Travel Agent,4972.56,Confirmed
BK202406023609,TRVL000127,2024-06-02,"New York, USA",Complete Package,One Way,2,14,Phone,12280.38,Confirmed
BK202406025345,TRVL000876,2024-06-02,"Bangkok, Thailand",Flight Only,One Way,2,0,Website,2897.18,Confirmed
BK202406028699,TRVL001688,2024-06-02,Singapore,Complete Package,Multi-City,2,17,Website,6399.72,Confirmed
BK202406027838,TRVL001323,2024-06-02,"London, UK",Cruise,One Way,1,7,Website,3843.57,Confirmed
BK202406022355,TRVL001519,2024-06-02,"Bangkok, Thailand",Complete Package,One Way,3,18,Travel Agent,18695.53,Confirmed
BK202406026215,TRVL000900,2024-06-02,"London, UK",Cruise,Round Trip,1,20,Phone,4590.43,Confirmed
BK202406029850,TRVL001400,2024-06-02,"Berlin, Germany",Complete Package,One Way,1,11,Email,3685.28,Confirmed
BK202406029013,TRVL001881,2024-06-02,"Los Angeles, USA",Flight Only,One Way,3,0,Email,1127.64,Confirmed
BK202406024955,TRVL000546,2024-06-02,"Prague, Czech Republic",Complete Package,Multi-City,1,6,Mobile App,5344.58,Confirmed
BK202406027436,TRVL000062,2024-06-02,Iceland,Flight Only,Round Trip,1,0,Website,1238.4,Confirmed
BK202406022263,TRVL000235,2024-06-02,"Miami, USA",Hotel Only,Round Trip,2,3,Mobile App,1374.25,Confirmed
BK202406021318,TRVL000711,2024-06-02,"Copenhagen, Denmark",Cruise,Round Trip,1,9,Email,6613.62,Confirmed
BK202406029607,TRVL000333,2024-06-02,"Dubai, UAE",Flight + Hotel,Multi-City,1,15,Phone,2197.55,Confirmed
BK202406026045,TRVL000271,2024-06-02,"Bangkok, Thailand",Complete Package,Round Trip,3,4,Email,23246.68,Confirmed
BK202406029627,TRVL000665,2024-06-02,"Sydney, Australia",Hotel Only,Multi-City,5,16,Email,2598.45,Confirmed
BK202406026368,TRVL000220,2024-06-02,"Santorini, Greece",Flight Only,Multi-City,1,0,Mobile App,302.57,Confirmed
BK202406029039,TRVL000473,2024-06-02,"Berlin, Germany",Flight Only,One Way,3,0,Travel Agent,2069.81,Confirmed
BK202406023634,TRVL001394,2024-06-02,Switzerland,Flight Only,Round Trip,4,0,Phone,6865.49,Confirmed
BK202406028721,TRVL000641,2024-06-02,Iceland,Flight Only,Multi-City,4,0,Email,3645.39,Confirmed
BK202406033735,TRVL000405,2024-06-03,"Phuket, Thailand",Flight Only,Multi-City,4,0,Website,1978.59,Confirmed
BK202406033348,TRVL000003,2024-06-03,"Vienna, Austria",Cruise,Multi-City,1,6,Phone,10138.75,Confirmed
BK202406037735,TRVL000763,2024-06-03,Singapore,Flight Only,Round Trip,4,0,Email,3467.46,Confirmed
BK202406035047,TRVL000398,2024-06-03,"Tokyo, Japan",Flight + Hotel,One Way,2,2,Phone,5393.98,Confirmed
BK202406035415,TRVL000354,2024-06-03,"Phuket, Thailand",Flight + Hotel,Round Trip,1,2,Travel Agent,2519.79,Confirmed
BK202406038331,TRVL000056,2024-06-03,"Prague, Czech Republic",Flight Only,Round Trip,4,0,Website,1053.0,Confirmed
BK202406031368,TRVL000004,2024-06-03,"Dubai, UAE",Complete Package,Round Trip,2,15,Website,15701.98,Confirmed
BK202406031329,TRVL000314,2024-06-03,"New York, USA",Hotel Only,One Way,4,15,Website,1463.13,Confirmed
BK202406034626,TRVL000835,2024-06-03,"Dubai, UAE",Flight Only,Round Trip,4,0,Mobile App,5309.14,Confirmed
BK202406035567,TRVL000442,2024-06-03,"Bali, Indonesia",Flight Only,Round Trip,2,0,Phone,467.22,Confirmed
BK202406039431,TRVL001231,2024-06-03,"Amsterdam, Netherlands",Flight + Hotel,Round Trip,3,8,Mobile App,3567.48,Confirmed
BK202406036113,TRVL000118,2024-06-03,"London, UK",Flight Only,One Way,3,0,Website,3588.0,Confirmed
BK202406033627,TRVL000247,2024-06-03,"Dubai, UAE",Cruise,One Way,3,8,Website,7794.27,Confirmed
BK202406033167,TRVL001618,2024-06-03,"London, UK",Complete Package,One Way,1,8,Travel Agent,6857.42,Confirmed
BK202406032083,TRVL001253,2024-06-03,"Rome, Italy",Flight Only,Multi-City,3,0,Website,2918.68,Confirmed
BK202406031376,TRVL000013,2024-06-03,"Cancun, Mexico",Flight Only,Multi-City,3,0,Travel Agent,2275.08,Confirmed
BK202406036848,TRVL000799,2024-06-03,"Prague, Czech Republic",Flight Only,Round Trip,5,0,Mobile App,5422.3,Confirmed
BK202406034919,TRVL001097,2024-06-03,"Dubai, UAE",Flight Only,Round Trip,1,0,Phone,600.22,Confirmed
BK202406032503,TRVL001099,2024-06-03,"Sydney, Australia",Cruise,Round Trip,1,5,Email,11236.02,Confirmed
BK202406031840,TRVL000909,2024-06-03,Maldives,Flight + Hotel,Multi-City,1,9,Mobile App,1657.51,Confirmed
BK202406031907,TRVL000010,2024-06-03,"Vienna, Austria",Cruise,One Way,2,6,Website,5987.59,Cancelled
BK202406034334,TRVL001668,2024-06-03,"Los Angeles, USA",Flight + Hotel,Multi-City,2,14,Phone,5075.62,Cancelled
BK202406033586,TRVL000753,2024-06-03,"Paris, France",Hotel Only,Round Trip,3,21,Email,2226.54,Cancelled
BK202406036570,TRVL000063,2024-06-03,"London, UK",Flight + Hotel,One Way,2,13,Website,1536.6,Confirmed
BK202406046193,TRVL001961,2024-06-04,"Bangkok, Thailand",Cruise,Round Trip,2,6,Website,4662.32,Confirmed
BK202406049410,TRVL000439,2024-06-04,Singapore,Cruise,Multi-City,3,18,Email,6568.81,Confirmed
BK202406043293,TRVL001565,2024-06-04,"Istanbul, Turkey",Flight Only,Round Trip,1,0,Mobile App,1248.81,Confirmed
BK202406046670,TRVL001697,2024-06-04,"Paris, France",Cruise,Multi-City,2,20,Email,11308.4,Confirmed
BK202406046814,TRVL000015,2024-06-04,"Cancun, Mexico",Flight + Hotel,One Way,1,12,Website,2369.0,Confirmed
BK202406044104,TRVL001935,2024-06-04,"Bangkok, Thailand",Flight Only,One Way,3,0,Mobile App,4404.92,Confirmed
BK202406046064,TRVL000658,2024-06-04,Switzerland,Flight Only,One Way,1,0,Website,1397.13,Confirmed
BK202406045424,TRVL000015,2024-06-04,Iceland,Complete Package,Multi-City,3,14,Travel Agent,8495.03,Confirmed
BK202406047744,TRVL000083,2024-06-04,Switzerland,Complete Package,One Way,6,20,Website,47288.84,Confirmed
BK202406044971,TRVL000239,2024-06-04,"Los Angeles, USA",Complete Package,One Way,2,2,Travel Agent,7166.21,Confirmed
BK202406049844,TRVL000097,2024-06-04,"Copenhagen, Denmark",Cruise,Round Trip,1,2,Email,12546.45,Cancelled
BK202406043324,TRVL000907,2024-06-04,Iceland,Flight + Hotel,Multi-City,4,15,Website,6525.94,Confirmed
BK202406047410,TRVL000016,2024-06-04,"Barcelona, Spain",Complete Package,Round Trip,1,9,Email,1599.77,Confirmed
BK202406043248,TRVL000516,2024-06-04,"Phuket, Thailand",Complete Package,Multi-City,2,17,Website,13258.15,Confirmed
BK202406049806,TRVL000002,2024-06-04,Maldives,Flight + Hotel,One Way,3,13,Travel Agent,3240.58,Confirmed
BK202406044250,TRVL001203,2024-06-04,"Santorini, Greece",Hotel Only,One Way,3,20,Email,554.74,Confirmed
BK202406046937,TRVL000002,2024-06-04,"Sydney, Australia",Hotel Only,Round Trip,2,12,Phone,1215.72,Confirmed
BK202406048093,TRVL000523,2024-06-04,"Bangkok, Thailand",Flight + Hotel,One Way,1,9,Email,1548.8,Confirmed
BK202406047889,TRVL000898,2024-06-04,"Bali, Indonesia",Flight Only,One Way,6,0,Phone,8655.42,Confirmed
BK202406044348,TRVL001489,2024-06-04,"Miami, USA",Flight Only,One Way,2,0,Website,1323.46,Confirmed
BK202406042205,TRVL001311,2024-06-04,"New York, USA",Cruise,Multi-City,1,19,Phone,8716.76,Confirmed
BK202406041952,TRVL000219,2024-06-04,"Cancun, Mexico",Complete Package,One Way,1,17,Email,2102.9,Cancelled
BK202406041791,TRVL000401,2024-06-04,"Berlin, Germany",Flight Only,Multi-City,2,0,Email,1001.87,Confirmed
BK202406043507,TRVL001342,2024-06-04,"Sydney, Australia",Complete Package,Round Trip,2,17,Travel Agent,9005.22,Confirmed
BK202406041095,TRVL001607,2024-06-04,Maldives,Hotel Only,Multi-City,3,16,Website,1820.05,Confirmed
BK202406041136,TRVL001814,2024-06-04,Maldives,Flight Only,One Way,1,0,Website,550.49,Confirmed
BK202406048697,TRVL000022,2024-06-04,"Tokyo, Japan",Cruise,Multi-City,6,21,Mobile App,44944.87,Confirmed
BK202406049924,TRVL000886,2024-06-04,"Bangkok, Thailand",Hotel Only,One Way,2,14,Email,929.2,Confirmed
BK202406049686,TRVL000488,2024-06-04,"Istanbul, Turkey",Complete Package,Round Trip,1,7,Travel Agent,6456.34,Confirmed
BK202406055254,TRVL001471,2024-06-05,"Dubai, UAE",Hotel Only,Multi-City,2,5,Website,244.89,Confirmed
BK202406058430,TRVL001685,2024-06-05,"New York, USA",Flight Only,One Way,1,0,Travel Agent,933.69,Confirmed
BK202406055115,TRVL000193,2024-06-05,"Paris, France",Complete Package,One Way,2,20,Website,12862.79,Confirmed
BK202406057395,TRVL000578,2024-06-05,"Tokyo, Japan",Flight Only,One Way,3,0,Travel Agent,4334.16,Confirmed
BK202406055991,TRVL001603,2024-06-05,"Istanbul, Turkey",Hotel Only,One Way,2,12,Website,285.83,Confirmed
BK202406051877,TRVL001478,2024-06-05,"London, UK",Hotel Only,One Way,3,9,Email,1521.78,Confirmed
BK202406058919,TRVL000286,2024-06-05,"Phuket, Thailand",Flight Only,Multi-City,1,0,Website,570.04,Confirmed
BK202406058745,TRVL000686,2024-06-05,Singapore,Complete Package,Multi-City,2,9,Website,3558.04,Confirmed
BK202406057369,TRVL001837,2024-06-05,Switzerland,Hotel Only,One Way,3,7,Phone,1038.86,Confirmed
BK202406053331,TRVL000282,2024-06-05,"Istanbul, Turkey",Flight + Hotel,Multi-City,1,5,Mobile App,1467.09,Confirmed
BK202406051712,TRVL000244,2024-06-05,"Sydney, Australia",Complete Package,Round Trip,2,2,Phone,5395.55,Confirmed
BK202406052166,TRVL000075,2024-06-05,"Bangkok, Thailand",Cruise,Multi-City,2,19,Email,8407.07,Confirmed
BK202406055494,TRVL000346,2024-06-05,"Amsterdam, Netherlands",Cruise,Multi-City,2,6,Website,10003.08,Confirmed
BK202406055221,TRVL000230,2024-06-05,Singapore,Complete Package,Round Trip,2,19,Website,3767.59,Confirmed
BK202406056948,TRVL000011,2024-06-05,"Cancun, Mexico",Complete Package,One Way,2,5,Email,17622.31,Confirmed
BK202406054072,TRVL001836,2024-06-05,"Bangkok, Thailand",Flight Only,Multi-City,6,0,Travel Agent,7248.09,Confirmed
BK202406053932,TRVL001131,2024-06-05,Switzerland,Flight Only,Multi-City,2,0,Email,2127.98,Confirmed
BK202406058761,TRVL000090,2024-06-05,"Cancun, Mexico",Flight Only,One Way,2,0,Email,533.29,Confirmed
BK202406052003,TRVL001815,2024-06-05,"Los Angeles, USA",Flight Only,Round Trip,2,0,Phone,1190.53,Confirmed
BK202406055240,TRVL000326,2024-06-05,Maldives,Flight Only,Multi-City,2,0,Email,1354.18,Confirmed
BK202406053643,TRVL000390,2024-06-05,"Santorini, Greece",Flight + Hotel,One Way,2,11,Website,1946.21,Confirmed
BK202406052352,TRVL001290,2024-06-05,"London, UK",Cruise,Round Trip,2,14,Website,12371.97,Confirmed
BK202406056210,TRVL001014,2024-06-05,"Cancun, Mexico",Flight Only,Round Trip,1,0,Mobile App,469.9,Confirmed
BK202406056067,TRVL000273,2024-06-05,Singapore,Complete Package,Round Trip,1,9,Phone,4761.4,Confirmed
BK202406052405,TRVL000306,2024-06-05,"Barcelona, Spain",Cruise,One Way,4,2,Mobile App,32198.15,Confirmed
BK202406057793,TRVL000731,2024-06-05,"Sydney, Australia",Cruise,One Way,2,18,Travel Agent,19807.59,Confirmed
BK202406056222,TRVL000325,2024-06-05,"Cancun, Mexico",Flight Only,One Way,1,0,Mobile App,615.07,Confirmed
BK202406062571,TRVL001337,2024-06-06,"London, UK",Cruise,Round Trip,2,18,Phone,22879.44,Confirmed
BK202406061746,TRVL000002,2024-06-06,"Paris, France",Flight Only,One Way,2,0,Email,477.33,Confirmed
BK202406062933,TRVL001833,2024-06-06,"Vienna, Austria",Flight Only,Multi-City,3,0,Travel Agent,3682.7,Confirmed
BK202406068329,TRVL000787,2024-06-06,"Phuket, Thailand",Hotel Only,One Way,3,14,Phone,1886.59,Confirmed
BK202406063249,TRVL001925,2024-06-06,"Amsterdam, Netherlands",Complete Package,Round Trip,2,12,Website,13648.17,Confirmed
BK202406061061,TRVL000470,2024-06-06,"Tokyo, Japan",Flight Only,Round Trip,2,0,Mobile App,2260.96,Confirmed
BK202406062521,TRVL001234,2024-06-06,"Dubai, UAE",Cruise,Multi-City,4,7,Mobile App,45515.74,Confirmed
BK202406069275,TRVL001071,2024-06-06,"Miami, USA",Hotel Only,Round Trip,2,17,Mobile App,396.63,Confirmed
BK202406069708,TRVL000319,2024-06-06,"Vienna, Austria",Hotel Only,Multi-City,2,21,Mobile App,547.09,Confirmed
BK202406064526,TRVL001154,2024-06-06,Iceland,Complete Package,Multi-City,3,13,Website,5683.91,Confirmed
BK202406063607,TRVL000151,2024-06-06,Iceland,Cruise,One Way,4,6,Travel Agent,51095.44,Confirmed
BK202406067476,TRVL000701,2024-06-06,Singapore,Cruise,Round Trip,1,19,Website,7174.43,Confirmed
BK202406067129,TRVL000147,2024-06-06,"Berlin, Germany",Cruise,One Way,2,20,Travel Agent,16267.51,Confirmed
BK202406066289,TRVL000526,2024-06-06,Maldives,Flight Only,Multi-City,2,0,Website,2542.87,Confirmed
BK202406066199,TRVL001020,2024-06-06,"Bangkok, Thailand",Cruise,Multi-City,3,6,Mobile App,6547.36,Confirmed
BK202406062713,TRVL000576,2024-06-06,"Cancun, Mexico",Flight + Hotel,Multi-City,1,18,Email,2658.77,Confirmed
BK202406063316,TRVL000748,2024-06-06,"Copenhagen, Denmark",Hotel Only,One Way,2,20,Phone,234.63,Confirmed
BK202406067240,TRVL000654,2024-06-06,"London, UK",Flight Only,Round Trip,2,0,Email,1473.21,Confirmed
BK202406065676,TRVL001527,2024-06-06,Singapore,Hotel Only,One Way,1,20,Travel Agent,805.66,Confirmed
BK202406064327,TRVL001469,2024-06-06,"Copenhagen, Denmark",Cruise,One Way,2,7,Phone,5569.42,Confirmed
BK202406069852,TRVL000510,2024-06-06,"Miami, USA",Complete Package,Multi-City,5,21,Phone,28063.41,Confirmed
BK202406069299,TRVL000216,2024-06-06,"Sydney, Australia",Flight Only,Multi-City,6,0,Website,7419.78,Confirmed
BK202406061144,TRVL001566,2024-06-06,"Paris, France",Complete Package,One Way,4,15,Mobile App,23332.11,Confirmed
BK202406061085,TRVL000948,2024-06-06,"Istanbul, Turkey",Flight + Hotel,Multi-City,2,7,Travel Agent,3470.95,Confirmed
BK202406061356,TRVL000500,2024-06-06,"Phuket, Thailand",Cruise,Round Trip,1,19,Email,8472.49,Confirmed
BK202406063018,TRVL000190,2024-06-06,"Dubai, UAE",Complete Package,One Way,3,6,Website,21718.2,Confirmed
BK202406065753,TRVL000387,2024-06-06,"Prague, Czech Republic",Cruise,One Way,2,10,Travel Agent,23197.3,Confirmed
BK202406062745,TRVL000734,2024-06-06,"Sydney, Australia",Flight Only,Round Trip,1,0,Phone,1104.31,Confirmed
BK202406073145,TRVL000155,2024-06-07,"Sydney, Australia",Cruise,Multi-City,2,4,Phone,15874.19,Confirmed
BK202406074722,TRVL000679,2024-06-07,"Rome, Italy",Hotel Only,One Way,2,8,Website,1373.78,Confirmed
BK202406076491,TRVL000928,2024-06-07,"Istanbul, Turkey",Hotel Only,Round Trip,3,11,Website,1574.38,Confirmed
BK202406079547,TRVL000690,2024-06-07,"Istanbul, Turkey",Cruise,One Way,2,9,Phone,21419.17,Confirmed
BK202406073799,TRVL001014,2024-06-07,"Miami, USA",Complete Package,Multi-City,4,6,Phone,17530.15,Confirmed
BK202406074485,TRVL000003,2024-06-07,Maldives,Complete Package,Multi-City,2,9,Travel Agent,8527.27,Confirmed
BK202406079478,TRVL000905,2024-06-07,"Paris, France",Hotel Only,Round Trip,2,6,Phone,1063.62,Confirmed
